"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"owi2001003488/PP","Lee","Social and Personal Activity","Lunch hour at the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03464_150px.jpg","1942-04","04",1942,"California"
"owi2001003489/PP","Lee","Work","&quot;Skippy&quot; Smith, manager, watching one of the girls working on a pilot ",6073,"San Diego","San Diego","thumb/1270/1273/8d03465_150px.jpg","1942-04","04",1942,"California"
"owi2001003490/PP","Lee","Work","Skippy Smith, manager of the Pacific Parachute Company, San Diego, California, s",6073,"San Diego","San Diego","thumb/1270/1273/8d03466_150px.jpg","1942-04","04",1942,"California"
"owi2001003491/PP","Lee","Work","Office of the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03467_150px.jpg","1942-04","04",1942,"California"
"owi2001003492/PP","Lee","Work","San Diego, California, Pacific Parachute Company. Inspector of the Standard Para",6073,"San Diego","San Diego","thumb/1270/1273/8d03468_150px.jpg","1942-04","04",1942,"California"
"owi2001003493/PP","Lee","Work","Chief inspector of the Standard Parachute Company and &quot;Skippy&quot; Smith, ",6073,"San Diego","San Diego","thumb/1270/1273/8d03469_150px.jpg","1942-04","04",1942,"California"
"owi2001003494/PP","Lee","Work","Inspection of the pilot parachute is accomplished by means of transmitted light.",6073,"San Diego","San Diego","thumb/1270/1273/8d03470_150px.jpg","1942-04","04",1942,"California"
"owi2001003495/PP","Lee","Work","Employee tying the knots for the shrouds on a pilot parachute. Pacific Parachute",6073,"San Diego","San Diego","thumb/1270/1273/8d03471_150px.jpg","1942-04","04",1942,"California"
"owi2001003496/PP","Lee","People As Such","An employee of the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03472_150px.jpg","1942-04","04",1942,"California"
"owi2001003497/PP","Lee","Organized Society","Employees of the Pacific Parachute Company checking in for work. San Diego, Cali",6073,"San Diego","San Diego","thumb/1270/1273/8d03473_150px.jpg","1942-04","04",1942,"California"
"owi2001003498/PP","Lee","Work","Putting the shrouds into a pilot parachute at the Pacific Parachute Company. San",6073,"San Diego","San Diego","thumb/1270/1273/8d03474_150px.jpg","1942-04","04",1942,"California"
"owi2001003499/PP","Lee","Work","Workroom of the Pacific Parachute Company, manufacturers of pilot parachutes. Sa",6073,"San Diego","San Diego","thumb/1270/1273/8d03475_150px.jpg","1942-04","04",1942,"California"
"owi2001003500/PP","Lee","Work","Working on the main seams of pilot parachutes, Pacific Parachute Company. San Di",6073,"San Diego","San Diego","thumb/1270/1273/8d03476_150px.jpg","1942-04","04",1942,"California"
"owi2001003501/PP","Lee","Work","Repairman working on a sewing machine at the Pacific Parachute Company. San Dieg",6073,"San Diego","San Diego","thumb/1270/1273/8d03477_150px.jpg","1942-04","04",1942,"California"
"owi2001003502/PP","Lee","Work","Working on the hems of a pilot parachute at the Pacific Parachute Company. San D",6073,"San Diego","San Diego","thumb/1270/1273/8d03478_150px.jpg","1942-04","04",1942,"California"
"owi2001003503/PP","Lee","Work","Marking the parachute where the shrouds are to be rigged. Pacific Parachute Comp",6073,"San Diego","San Diego","thumb/1270/1273/8d03479_150px.jpg","1942-04","04",1942,"California"
"owi2001003504/PP","Lee","Social and Personal Activity","Lunch hour at the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03480_150px.jpg","1942-04","04",1942,"California"
"owi2001003505/PP","Lee","Social and Personal Activity","Lunch hour at the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03481_150px.jpg","1942-04","04",1942,"California"
"owi2001004063/PP","Lee","Medicine and Health","Mr. Anthony B. Thomas, one of the leading druggists of San Leandro and also a th",6001,"Alameda","San Leandro","thumb/1270/1279/8d04014_150px.jpg","1942-04","04",1942,"California"
"owi2001004064/PP","Lee","Cities and Towns","Types of homes in San Leandro, California whose estimated population of 19,000 i",6001,"Alameda","San Leandro","thumb/1270/1279/8d04015_150px.jpg","1942-04","04",1942,"California"
"owi2001004065/PP","Lee","Cities and Towns","Types of homes in San Leandro, California whose estimated population of 19,000 i",6001,"Alameda","San Leandro","thumb/1270/1279/8d04016_150px.jpg","1942-04","04",1942,"California"
"owi2001004067/PP","Lee","Homes and Living Conditions","Types of homes in San Leandro, California, whose estimated population of 19,000 ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04018_150px.jpg","1942-04","04",1942,"California"
"owi2001004068/PP","Lee","People As Such","Mr. A.J. Oliveira, left, at a meeting of the school board of which he is a membe",6001,"Alameda","San Leandro","thumb/1270/1279/8d04019_150px.jpg","1942-04","04",1942,"California"
"owi2001004069/PP","Lee","People As Such","Kindergarten children at the San Leandro, California grade school. About seventy",6001,"Alameda","San Leandro","thumb/1270/1279/8d04020_150px.jpg","1942-04","04",1942,"California"
"owi2001004070/PP","Lee","People As Such","Kindergarten children at the San Leandro, California grade school. About seventy",6001,"Alameda","San Leandro","thumb/1270/1279/8d04021_150px.jpg","1942-04","04",1942,"California"
"owi2001004072/PP","Lee","People As Such","Chinese kindergarten pupil at the San Leandro, California grade school. While ab",6001,"Alameda","San Leandro","thumb/1270/1279/8d04023_150px.jpg","1942-04","04",1942,"California"
"owi2001004073/PP","Lee","People As Such","Little girl of Portuguese descent in the kindergarten of the grade school in San",6001,"Alameda","San Leandro","thumb/1270/1279/8d04024_150px.jpg","1942-04","04",1942,"California"
"owi2001004074/PP","Lee","People As Such","Kindergarten pupil (not Portuguese) in the kindergarten at San Leandro, Californ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04025_150px.jpg","1942-04","04",1942,"California"
"owi2001004076/PP","Lee","People As Such","Street scene in Oakland, California. One person out of every eighteen on the str",6001,"Alameda","Oakland","thumb/1270/1279/8d04027_150px.jpg","1942-04","04",1942,"California"
"owi2001004079/PP","Lee","People As Such","Two children of Portuguese descent in the kindergarten of the grade school in Sa",6001,"Alameda","San Leandro","thumb/1270/1279/8d04030_150px.jpg","1942-04","04",1942,"California"
"owi2001004080/PP","Lee","People As Such","San Leandro, California. Little girl of Portuguese descent in the kindergarten o",6001,"Alameda","San Leandro","thumb/1270/1279/8d04031_150px.jpg","1942-04","04",1942,"California"
"owi2001004081/PP","Lee","People As Such","San Leandro, California. Kindergarten children and their teacher. About seventy ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04032_150px.jpg","1942-04","04",1942,"California"
"owi2001004084/PP","Lee","People As Such","San Leandro, California. Schoolgirl of Portuguese descent",6001,"Alameda","San Leandro","thumb/1270/1279/8d04035_150px.jpg","1942-04","04",1942,"California"
"owi2001004085/PP","Lee","People As Such","Boys of varying nationality who play and study together in the grade school at S",6001,"Alameda","San Leandro","thumb/1270/1279/8d04036_150px.jpg","1942-04","04",1942,"California"
"owi2001004086/PP","Lee","People As Such","Group of schoolchildren representing some of the nationalities who play and stud",6001,"Alameda","San Leandro","thumb/1270/1279/8d04037_150px.jpg","1942-04","04",1942,"California"
"owi2001004087/PP","Lee","Organized Society","Home of the (Uniao Portugueza do Estado da California (UPEC), a Portuguese frate",6001,"Alameda","San Leandro","thumb/1270/1279/8d04038_150px.jpg","1942-04","04",1942,"California"
"owi2001004089/PP","Lee","Medicine and Health","Mr. Anthony B. Thomas, councilman and a leading druggist of San Leandro, Califor",6001,"Alameda","San Leandro","thumb/1270/1279/8d04040_150px.jpg","1942-04","04",1942,"California"
"owi2001004090/PP","Lee","Cities and Towns","Typical houses in San Leandro, California. The population, estimated at 19,000, ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04041_150px.jpg","1942-04","04",1942,"California"
"owi2001004091/PP","Lee","Homes and Living Conditions","Typical home of San Leandro, California. Notice the block warden sign in the fro",6001,"Alameda","San Leandro","thumb/1270/1279/8d04042_150px.jpg","1942-04","04",1942,"California"
"owi2001004092/PP","Lee","Organized Society","Mr. A.J. Oliveira at a meeting of the International Rotary. Mr. Oliveira, who is",6001,"Alameda","San Leandro","thumb/1270/1279/8d04043_150px.jpg","1942-04","04",1942,"California"
"owi2001004093/PP","Lee","People As Such","San Leandro, California. Meeting of the school board",6001,"Alameda","San Leandro","thumb/1270/1279/8d04044_150px.jpg","1942-05","05",1942,"California"
"owi2001004096/PP","Lee","People As Such","Kindergarten children in a grade school of San Leandro, California. There are fo",6001,"Alameda","San Leandro","thumb/1270/1279/8d04047_150px.jpg","1942-04","04",1942,"California"
"owi2001004097/PP","Lee","People As Such","Kindergarten children in a grade school of San Leandro, California. Seventy perc",6001,"Alameda","San Leandro","thumb/1270/1279/8d04048_150px.jpg","1942-04","04",1942,"California"
"owi2001004098/PP","Lee","People As Such","Kindergarten child of Portuguese descent. San Leandro, California",6001,"Alameda","San Leandro","thumb/1270/1279/8d04049_150px.jpg","1942-04","04",1942,"California"
"owi2001004099/PP","Lee","People As Such","Kindergarten child of Portuguese descent. San Leandro, California",6001,"Alameda","San Leandro","thumb/1270/1279/8d04050_150px.jpg","1942-04","04",1942,"California"
"owi2001004100/PP","Lee","Social and Personal Activity","This group of people put on an hour program daily in the Portuguese language ove",6001,"Alameda","Oakland","thumb/1270/1279/8d04051_150px.jpg","1942-04","04",1942,"California"
"owi2001004101/PP","Lee","Social and Personal Activity","This group of people put on an hour program daily in the Portuguese language ove",6001,"Alameda","Oakland","thumb/1270/1279/8d04052_150px.jpg","1942-04","04",1942,"California"
"owi2001004102/PP","Lee","Itellectual and Creative Activity","Mrs. Mary N. Silveira, who is managing editor of the Portuguese Journal, was bor",6001,"Alameda","San Leandro","thumb/1270/1279/8d04053_150px.jpg","1942-04","04",1942,"California"
"owi2001004103/PP","Lee","Work","Mr. J.R. Kardoza, whose parents were born in the Azores Islands, owns a men&#39;",6001,"Alameda","San Leandro","thumb/1270/1279/8d04054_150px.jpg","1942-04","04",1942,"California"
"owi2001004105/PP","Lee","People As Such","Kindergarten child of Portuguese descent in a grade school in San Leandro, Calif",6001,"Alameda","San Leandro","thumb/1270/1279/8d04056_150px.jpg","1942-04","04",1942,"California"
"owi2001004107/PP","Lee","People As Such","Classroom in a grade school of San Leandro, California. All children with their ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04058_150px.jpg","1942-04","04",1942,"California"
"owi2001004108/PP","Lee","People As Such","Theresa Alexander, whose parents were born in Portugal, is a student of the grad",6001,"Alameda","San Leandro","thumb/1270/1279/8d04059_150px.jpg","1942-04","04",1942,"California"
"owi2001004110/PP","Lee","People As Such","Two little girls who are playmates at the San Leandro, California grade school. ",6001,"Alameda","San Leandro","thumb/1270/1279/8d04061_150px.jpg","1942-04","04",1942,"California"
"owi2001004112/PP","Lee","People As Such","Theresa Alexander, whose parents were born in Portugal, is a student in the grad",6001,"Alameda","San Leandro","thumb/1270/1279/8d04063_150px.jpg","1942-04","04",1942,"California"
"owi2001004115/PP","Lee","Religion","Italian-Catholic church in Oakland, California. Both the Italian and Portuguese ",6001,"Alameda","Oakland","thumb/1270/1279/8d04066_150px.jpg","1942-04","04",1942,"California"
"owi2001004116/PP","Lee","Religion","Saint Joseph&#39;s Portuguese church and parish house in Oakland, California",6001,"Alameda","Oakland","thumb/1270/1279/8d04067_150px.jpg","1942-04","04",1942,"California"
"owi2001004117/PP","Lee","Religion","Entrance to Saint Joseph&#39;s Portuguese church. Oakland, California",6001,"Alameda","Oakland","thumb/1270/1279/8d04068_150px.jpg","1942-04","04",1942,"California"
"owi2001004119/PP","Lee","People As Such","Schoolboy of Portuguese descent. San Leandro, California",6001,"Alameda","San Leandro","thumb/1270/1279/8d04070_150px.jpg","1942-04","04",1942,"California"
"owi2001004120/PP","Lee","Social and Personal Activity","Bella Sumares is the comedienne of the group of Portuguese who put on an hour ra",6001,"Alameda","Oakland","thumb/1270/1279/8d04071_150px.jpg","1942-04","04",1942,"California"
"owi2001004121/PP","Lee","Social and Personal Activity","Estrelinka (professional name), who is one of the entertainers on the Portuguese",6001,"Alameda","Oakland","thumb/1270/1279/8d04072_150px.jpg","1942-04","04",1942,"California"
"owi2001004122/PP","Lee","Social and Personal Activity","Mary Sumares who was born in Cambridge, Massachusetts, of Portuguese parents fro",6001,"Alameda","Oakland","thumb/1270/1279/8d04073_150px.jpg","1942-04","04",1942,"California"
"owi2001004123/PP","Lee","Social and Personal Activity","Group of Portuguese who put on a one-hour program daily over station KROW. Oakla",6001,"Alameda","Oakland","thumb/1270/1279/8d04074_150px.jpg","1942-04","04",1942,"California"
"owi2001004130/PP","Lee","Work","Man who works on the dairy farm of Mr. John Oliveira; both are of Portuguese des",6001,"Alameda","San Leandro","thumb/1280/1280/8d04081_150px.jpg","1942-04","04",1942,"California"
"owi2001004131/PP","Lee","Organized Society","Detail of home of Uniao Portugueza do Estado da California (UPEC), Portuguese fr",6001,"Alameda","San Leandro","thumb/1280/1280/8d04082_150px.jpg","1942-04","04",1942,"California"
"owi2001004133/PP","Lee","Religion","Entrance to the Italian Catholic church. Oakland, California",6001,"Alameda","Oakland","thumb/1280/1280/8d04084_150px.jpg","1942-04","04",1942,"California"
"owi2001004134/PP","Lee","Religion","Entrance to the Italian Catholic church. Oakland, California",6001,"Alameda","Oakland","thumb/1280/1280/8d04085_150px.jpg","1942-04","04",1942,"California"
"owi2001004137/PP","Lee","People As Such","Girl of Portuguese descent who is pupil in San Leandro, California&#39;s grade s",6001,"Alameda","San Leandro","thumb/1280/1280/8d04088_150px.jpg","1942-04","04",1942,"California"
"owi2001004139/PP","Lee","Social and Personal Activity","Bella Sumares is the comedienne of the group of Portuguese who put on an hour ra",6001,"Alameda","Oakland","thumb/1280/1280/8d04090_150px.jpg","1942-04","04",1942,"California"
"owi2001004140/PP","Lee","Social and Personal Activity","Mrs. Celeste Avila was born in Chaves, Portugal and has lived in the United Stat",6001,"Alameda","Oakland","thumb/1280/1280/8d04091_150px.jpg","1942-04","04",1942,"California"
"owi2001004141/PP","Lee","Social and Personal Activity","Mr. Arthus V. Avila who came to the United States thirty-two years ago from the ",6001,"Alameda","Oakland","thumb/1280/1280/8d04092_150px.jpg","1942-04","04",1942,"California"
"owi2001004142/PP","Lee","Work","Mr. John Oiveira, a dairy farmer near San Leandro, California. His parents were ",6001,"Alameda","San Leandro","thumb/1280/1280/8d44892_150px.jpg","1942-04","04",1942,"California"
"owi2001004143/PP","Lee","Work","Portuguese woman who works on the dairy farm belonging to Mr. John Oliveira near",6001,"Alameda","San Leandro","thumb/1280/1280/8d44893_150px.jpg","1942-04","04",1942,"California"
"owi2001004144/PP","Lee","Cities and Towns","Main street. San Leandro, California",6001,"Alameda","San Leandro","thumb/1280/1280/8d44894_150px.jpg","1942-04","04",1942,"California"
"owi2001004146/PP","Lee","People As Such","Schoolboy of Portuguese descent. San Leandro, California",6001,"Alameda","San Leandro","thumb/1280/1280/8d44895_150px.jpg","1942-04","04",1942,"California"
